"deal_id","co_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"17375-68T","42168-97",AOptix,"Campbell, CA",Campbell,CA,"'{""TMT""}'",2002-01-25,2002.0,1,Series A,"1st Round",Early Stage VC,8.01,16.86,8.85,52.5,2,"'{""11215-36"",""11228-50""}'","'{""Clearstone Venture Partners"",""Kleiner Perkins""}'","'{""11215-36-William Quigley"",""11228-50-Kevin Compton""}'","'{""William Quigley"",""Kevin Compton""}'","'{""11150-83F""}'","'{""Clearstone Venture Partners II""}'"
"13387-60T","24922-90",BlueNote Networks,"Chelmsford, MA",Chelmsford,MA,"'{""SaaS"",""TMT""}'",2005-09-27,2005.0,1,,"1st Round",Early Stage VC,7.6,16.0,8.4,52.5,2,"'{""10905-04"",""11258-38""}'","'{""Eight Roads"",""North Bridge Venture Partners""}'","'{""10905-04-None"",""11258-38-None""}'","'{,}'","'{""11211-58F""}'","'{""North Bridge Venture Partners V""}'"
"64660-15T","123125-23",Buffalo Biodiesel,"Tonawanda, NY",Tonawanda,NY,"'{""CleanTech"",""Industrials"",""TMT""}'",2007-03-05,2007.0,1,,,Merger/Acquisition,,,,52.5,1,"'{""12295-72""}'","'{""Metalico""}'","'{""12295-72-None""}'",'{}','{}','{}'
"182829-70T","222891-40",Cowboys Golf Club,"Grapevine, TX",Grapevine,TX,'{}',2006-12-29,2006.0,2,,,Corporate Asset Purchase,,71.5,12.5,52.5,1,"'{""41562-82""}'","'{""CNL Lifestyle Properties""}'","'{""41562-82-None""}'",'{}','{}','{}'
"78770-17T","149593-33",Florida N-Viro,"Port Orange, FL",PortOrange,FL,"'{""CleanTech"",""Industrials"",""TMT""}'",2006-12-27,2006.0,2,,,Merger/Acquisition,,0.95,0.5,52.5,1,"'{""41176-90""}'","'{""N-Viro International""}'","'{""41176-90-Timothy Kasmoch""}'","'{""Timothy Kasmoch""}'",'{}','{}'
"59264-47T","53789-59",Galera Therapeutics (NAS: GRTX),"Malvern, PA",Malvern,PA,"'{""Life Sciences"",""Oncology""}'",2016-02-03,2016.0,4,,"4th Round",Later Stage VC,38.0,80.0,42.0,52.5,6,"'{""51639-76"",""59995-54"",""157129-39"",""11251-81"",""11259-10"",""11259-55""}'","'{""Correlation Ventures"",""Enso Ventures"",""Galera Angels"",""New Enterprise Associates"",""Novartis Venture Fund"",""Novo Holdings""}'","'{""51639-76-None"",""59995-54-Sergei Petukhov"",""157129-39-None"",""11251-81-Frank Torti"",""11259-10-Campbell Murray"",""11259-55-Thomas Dyrberg""}'","'{,""Sergei Petukhov"",,""Frank Torti"",""Campbell Murray"",""Thomas Dyrberg""}'","'{""13398-94F"",""13441-33F"",""11212-84F""}'","'{""Correlation Ventures I"",""New Enterprise Associates 14"",""Novartis BioVenture Fund""}'"
"18691-30T","52332-49",HyTrust,"Mountain View, CA",MountainView,CA,"'{""Cybersecurity"",""SaaS"",""TMT""}'",2010-02-24,2010.0,2,Series B,"2nd Round",Early Stage VC,9.5,20.0,10.5,52.5,5,"'{""65064-07"",""11331-91"",""11205-64"",""120703-24"",""10077-85""}'","'{""Cisco Investments"",""EPIC Ventures"",""Granite Ventures"",""Todd McSweeney"",""Trident Capital""}'","'{""65064-07-None"",""11331-91-Nick Efstratis"",""11205-64-Len Rand"",""120703-24-Todd McSweeney"",""10077-85-Peter Meekin""}'","'{,""Nick Efstratis"",""Len Rand"",""Todd McSweeney"",""Peter Meekin""}'","'{""11136-79F"",""10980-64F"",""10913-68F"",""12605-68F""}'","'{""Granite Ventures II"",""TCEE Fund II"",""Trident Capital Fund VI"",""Wasatch New Mexico Fund""}'"
"17785-09T","10946-26",Leapstone Systems,"Franklin Township, NJ",FranklinTownship,NJ,"'{""TMT""}'",2003-03-31,2003.0,2,Series B,"2nd Round",Early Stage VC,12.76,26.86,14.1,52.5,6,"'{""10139-41"",""11201-77"",""11237-95"",""11251-81"",""10070-83"",""11281-33""}'","'{""Accel"",""Glynn Capital"",""Mayfield (Private Equity)"",""New Enterprise Associates"",""Oak Investment Partners"",""Redwood Venture Partners""}'","'{""10139-41-None"",""11201-77-None"",""11237-95-None"",""11251-81-None"",""10070-83-None"",""11281-33-None""}'","'{,,,,,}'","'{""11373-85F"",""12963-07F"",""11183-86F"",""11420-74F"",""11247-85F""}'","'{""Accel Annex Fund"",""Glynn Ventures V"",""Mayfield XI"",""Oak Investment Partners X"",""Redwood Ventures IV""}'"
"39621-88T","53552-80",Uversity,"San Francisco, CA",SanFrancisco,CA,"'{""Mobile"",""TMT""}'",2014-11-19,2014.0,5,Series 1,"5th Round",Later Stage VC,0.83,1.75,0.92,52.47,3,"'{""11551-42"",""52858-63"",""35020-81""}'","'{""Bill & Melinda Gates Foundation"",""Learn Capital"",""Retro Venture Partners""}'","'{""11551-42-None"",""52858-63-None"",""35020-81-Larry Mohr""}'","'{,,""Larry Mohr""}'","'{""15113-53F"",""12343-51F""}'","'{""Learn Capital Venture III"",""Retro Venture Partners Fund""}'"
"17797-69T","46778-50",NuPathe,"Conshohocken, PA",Conshohocken,PA,"'{""Life Sciences""}'",2008-07-24,2008.0,3,Series B,"3rd Round",Early Stage VC,29.76,63.4,33.64,52.5,7,"'{""11121-67"",""11128-42"",""50937-31"",""11147-95"",""10228-51"",""11291-32"",""11304-55""}'","'{""Battelle Ventures"",""Bay City Capital"",""BioAdvance"",""Birchmere Ventures"",""Quaker Partners"",""Safeguard Scientifics (NYS: SFE)"",""SR One""}'","'{""11121-67-None"",""11128-42-None"",""50937-31-Barbara Schilberg"",""11147-95-None"",""10228-51-Geeta Vemuri"",""11291-32-Gary Kurtzman"",""11304-55-Michael Diem""}'","'{,,""Barbara Schilberg"",,""Geeta Vemuri"",""Gary Kurtzman"",""Michael Diem""}'","'{""11706-67F"",""11055-34F"",""13216-87F"",""11017-81F"",""11428-93F"",""13152-07F""}'","'{""Bay City Capital Fund V"",""Birchmere Ventures III"",""Greenhouse Fund"",""Innovation Valley Partners"",""Quaker BioVentures I"",""SR One""}'"
"10039-69T","10061-47",OttLite Technologies,"Tampa, FL",Tampa,FL,"'{""Manufacturing"",""TMT""}'",2001-05-30,2001.0,1,,,Buyout/LBO,,30.48,16.0,52.5,1,"'{""10085-41""}'","'{""Parallel Investment Partners""}'","'{""10085-41-None""}'",'{}',"'{""10978-66F""}'","'{""SKM III""}'"
"66164-32T","119204-92",The Daytona Beach News-Journal,"Daytona Beach, FL",DaytonaBeach,FL,"'{""TMT""}'",1928-01-01,1928.0,1,,,Merger/Acquisition,,,,52.5,,'{}','{}','{}','{}','{}','{}'
"96488-74T","61990-75",Personal Genome Diagnostics,"Baltimore, MD",Baltimore,MD,"'{""Life Sciences"",""Oncology""}'",2018-01-04,2018.0,11,Series B,"3rd Round",Later Stage VC,50.0,105.24,75.0,52.49,7,"'{""180813-61"",""12606-40"",""51004-36"",""166916-62"",""53324-20"",""11251-81"",""52698-52""}'","'{""3B Future Health Ventures"",""Bristol-Myers Squibb (NYS: BMY)"",""Cowin Capital"",""Inova Health System"",""Maryland Venture Fund"",""New Enterprise Associates"",""Windham Venture Partners""}'","'{""180813-61-None"",""12606-40-Paul Biondi"",""51004-36-None"",""166916-62-None"",""53324-20-Parag Sheth"",""11251-81-Justin Klein"",""52698-52-None""}'","'{,""Paul Biondi"",,,""Parag Sheth"",""Justin Klein"",}'","'{""15748-30F"",""15679-63F"",""16142-23F"",""15840-64F"",""15080-14F"",""15115-87F""}'","'{""3B Future Health Fund"",""Inova Strategic Investments"",""Maryland Innovation Opportunity Fund I"",""New Enterprise Associates 16"",""Windham Fund I"",""Windham Venture Partners II""}'"
"88339-33T","99029-26",TruMed Systems,"San Diego, CA",SanDiego,CA,"'{""HealthTech"",""LOHAS & Wellness""}'",2017-05-22,2017.0,4,Series C,"3rd Round",Later Stage VC,12.0,25.25,13.25,52.49,1,"'{""160344-55""}'","'{""FusionX Ventures""}'","'{""160344-55-Kenneth Hood""}'","'{""Kenneth Hood""}'","'{""15673-78F"",""16049-17F""}'","'{""FusionX Ventures Fund I"",""FusionX Ventures Fund II""}'"
"48555-55T","100237-15",Vlocity,"San Francisco, CA",SanFrancisco,CA,"'{""Mobile"",""SaaS"",""TMT""}'",2014-06-04,2014.0,1,Series A,"1st Round",Early Stage VC,9.05,19.05,10.0,52.49,,'{}','{}','{}','{}','{}','{}'
"134154-91T","433579-24",BoostUp.ai,"Santa Clara, CA",SantaClara,CA,"'{""SaaS""}'",2020-09-08,2020.0,1,,"1st Round",Seed Round,6.25,12.25,6.25,52.48,20,"'{""438925-87"",""465586-48"",""51586-39"",""433592-29"",""11135-71"",""51639-76"",""433592-11"",""433592-38"",""180467-38"",""227741-05"",""433591-84"",""435444-22"",""433592-56"",""224346-16"",""267708-88"",""433592-02"",""184215-88"",""465586-66"",""106591-42"",""226913-41""}'","'{""AiSprouts"",""Al Echamendi"",""Benhamou Global Ventures"",""BJ Bushur"",""Canaan Partners"",""Correlation Ventures"",""David Kahn"",""Diane Updyke"",""Emergent Ventures"",""Jayant Kadambi"",""Jody Shapiro"",""Lorimer Ventures"",""Matthew Gray"",""MFV Partners"",""Perry Enterprises"",""Perry Germain"",""Rishi Bhargava"",""Sean Fee"",""Tom Cole"",""Tyler Gaffney""}'","'{""438925-87-None"",""465586-48-Al Echamendi"",""51586-39-None"",""433592-29-BJ Bushur"",""11135-71-None"",""51639-76-None"",""433592-11-David Kahn"",""433592-38-Diane Updyke"",""180467-38-Ankur Jain"",""227741-05-Jayant Kadambi"",""433591-84-Jody Shapiro"",""435444-22-None"",""433592-56-Matthew Gray"",""224346-16-None"",""267708-88-None"",""433592-02-Perry Germain"",""184215-88-Rishi Bhargava"",""465586-66-Sean Fee"",""106591-42-Tom Cole"",""226913-41-Tyler Gaffney""}'","'{,""Al Echamendi"",,""BJ Bushur"",,,""David Kahn"",""Diane Updyke"",""Ankur Jain"",""Jayant Kadambi"",""Jody Shapiro"",,""Matthew Gray"",,,""Perry Germain"",""Rishi Bhargava"",""Sean Fee"",""Tom Cole"",""Tyler Gaffney""}'","'{""16941-61F"",""16033-87F"",""14994-28F"",""17947-63F"",""16203-88F""}'","'{""Benhamou Global Ventures IV"",""Canaan XI"",""Correlation Ventures II"",""Emergent Ventures Opportunity Fund I"",""MFV Partners Fund I""}'"
"129115-72T","163581-49",Knocking,"Fairfield, CT",Fairfield,CT,"'{""AdTech"",""Cannabis"",""Mobile""}'",2019-12-30,2019.0,2,,"1st Round",Seed Round,3.5,7.36,3.87,52.48,1,"'{""10020-16""}'","'{""Apollo Global Management (NYS: APO)""}'","'{""10020-16-Houston McCurry""}'","'{""Houston McCurry""}'","'{""17193-79F""}'","'{""AP Highlands Co-Invest""}'"
"24473-53T","50777-02",Pathway Therapeutics,"San Francisco, CA",SanFrancisco,CA,"'{""Life Sciences"",""Oncology""}'",2010-08-10,2010.0,2,Series A,"2nd Round",Early Stage VC,7.92,16.68,8.75,52.48,,'{}','{}','{}','{}','{}','{}'
"20138-41T","42156-91",Sutro Biopharma (NAS: STRO),"South San Francisco, CA",SouthSanFrancisco,CA,"'{""Life Sciences"",""Oncology""}'",2012-05-28,2012.0,3,Series C,"3rd Round",Later Stage VC,22.07,58.57,36.5,52.48,5,"'{""11114-11"",""10445-23"",""11234-44"",""11298-61"",""11288-17""}'","'{""Alta Partners"",""Amgen Ventures"",""Lilly Ventures"",""Skyline Ventures"",""SV Health Investors""}'","'{""11114-11-David Mack"",""10445-23-Janis Naeve"",""11234-44-Armen Shanafelt"",""11298-61-Leon Chen"",""11288-17-Michael Ross""}'","'{""David Mack"",""Janis Naeve"",""Armen Shanafelt"",""Leon Chen"",""Michael Ross""}'","'{""11003-86F"",""13149-10F"",""13259-62F"",""11709-73F"",""12489-13F""}'","'{""Alta Partners VIII"",""Amgen Ventures I"",""Lilly Ventures Fund I"",""Skyline Venture Partners V"",""SV Life Sciences Fund V""}'"
"17458-66T","42212-89",CareDx (NAS: CDNA),"South San Francisco, CA",SouthSanFrancisco,CA,"'{""Impact Investing"",""TMT""}'",2000-11-14,2000.0,2,Series B,Angel,Angel (individual),6.98,14.68,7.7,52.47,,'{}','{}','{}','{}','{}','{}'
"30521-98T","41445-73",Occam Networks,"Moorpark, CA",Moorpark,CA,"'{""Supply Chain Tech"",""TMT""}'",1997-05-01,1997.0,1,Series A,"1st Round",Early Stage VC,5.08,10.69,5.61,52.46,4,"'{""52765-57"",""11251-81"",""11318-77"",""11336-77""}'","'{""DEFTA Partners"",""New Enterprise Associates"",""US Venture Partners"",""Windward Ventures""}'","'{""52765-57-None"",""11251-81-None"",""11318-77-None"",""11336-77-None""}'","'{,,,}'","'{""11202-40F"",""11299-42F"",""11324-71F""}'","'{""New Enterprise Associates VII"",""US Venture Partners V"",""Windward Ventures I""}'"
"179396-92T","109607-05",HistoWiz,"New York, NY",NewYork,NY,"'{""Life Sciences"",""Oncology"",""TMT""}'",2021-10-19,2021.0,5,Series A,"2nd Round",Later Stage VC,29.0,61.0,32.0,52.45,4,"'{""51534-55"",""184921-84"",""53329-24"",""11125-00""}'","'{""Asahi Kasei (TKS: 3407)"",""Jon Oringer"",""venBio"",""Vivo Capital""}'","'{""51534-55-None"",""184921-84-Jon Oringer"",""53329-24-Aaron Royston"",""11125-00-Nathan Dau""}'","'{,""Jon Oringer"",""Aaron Royston"",""Nathan Dau""}'","'{""16362-10F""}'","'{""venBio Global Strategic Fund III""}'"
"57013-39T","51333-94",LiveVault (Marlborough),"Marlborough, MA",Marlborough,MA,"'{""Cybersecurity"",""TMT""}'",,,1,Series A,"1st Round",Early Stage VC,3.45,7.24,3.8,52.45,,'{}','{}','{}','{}','{}','{}'
"165319-39T","438502-33",BedRock Systems,"San Mateo, CA",SanMateo,CA,'{}',2020-01-24,2020.0,1,,"1st Round",Seed Round,15.5,25.5,10.0,52.43,5,"'{""106600-78"",""11228-50"",""279913-33"",""57781-45"",""303413-86""}'","'{""Ashar Aziz"",""Kleiner Perkins"",""SE Ventures"",""Wing Venture Capital"",""York IE""}'","'{""106600-78-Ashar Aziz"",""11228-50-Theodore Schlein"",""279913-33-None"",""57781-45-Gaurav Garg"",""303413-86-None""}'","'{""Ashar Aziz"",""Theodore Schlein"",,""Gaurav Garg"",}'","'{""17027-20F"",""15457-69F"",""17910-82F""}'","'{""Kleiner Perkins Caufield & Byers XIX"",""Wing Two"",""YR Investments""}'"
"103418-56T","171751-24",Sentieo,"San Francisco, CA",SanFrancisco,CA,"'{""Big Data"",""FinTech""}'",2018-11-21,2018.0,1,Series A,"1st Round",Later Stage VC,29.0,60.96,31.96,52.43,7,"'{""118667-71"",""107341-39"",""154287-10"",""227113-21"",""106099-03"",""227112-76"",""106022-53""}'","'{""Aniq Rahman"",""Centana Growth Partners"",""Clocktower Technology Ventures"",""David Flaschen"",""Howard Lindzon"",""Long Focus Capital"",""Scott Belsky""}'","'{""118667-71-Aniq Rahman"",""107341-39-Tom Davis"",""154287-10-None"",""227113-21-David Flaschen"",""106099-03-Howard Lindzon"",""227112-76-None"",""106022-53-Scott Belsky""}'","'{""Aniq Rahman"",""Tom Davis"",,""David Flaschen"",""Howard Lindzon"",,""Scott Belsky""}'","'{""15282-46F"",""15197-50F""}'","'{""Centana Growth Partners"",""Clocktower Technologies I""}'"
"19748-71T","12761-29",ViOptix,"Newark, CA",Newark,CA,"'{""HealthTech"",""Life Sciences""}'",2009-09-12,2009.0,7,Series C,"7th Round",Later Stage VC,6.3,15.5,9.2,52.43,4,"'{""10602-46"",""53009-38"",""10077-85"",""11125-00""}'","'{""Lumira Ventures"",""Morningside Group"",""Trident Capital"",""Vivo Capital""}'","'{""10602-46-None"",""53009-38-None"",""10077-85-None"",""11125-00-None""}'","'{,,,}'","'{""11023-57F"",""12791-62F"",""10913-68F""}'","'{""BioAsia Crossover Fund"",""Lumira Capital I"",""Trident Capital Fund VI""}'"
"20386-72T","53622-82",Aurora SFC Systems,"Redwood City, CA",RedwoodCity,CA,"'{""Life Sciences""}'",2009-02-13,2009.0,1,Series A,"1st Round",Early Stage VC,1.0,2.1,1.1,52.42,,'{}','{}','{}','{}','{}','{}'
"80813-62T","151193-08",GRAIL,"Menlo Park, CA",MenloPark,CA,"'{""Life Sciences"",""Oncology""}'",2017-11-22,2017.0,2,Series B,"2nd Round",Early Stage VC,1100.0,2311.66,1211.66,52.42,15,"'{""11919-79"",""11111-68"",""58068-64"",""12606-40"",""41333-95"",""53940-61"",""112232-80"",""54064-81"",""11225-08"",""53897-32"",""120443-77"",""10961-02"",""471631-15"",""52120-00"",""41271-40""}'","'{""Amazon.com (NAS: AMZN)"",""ARCH Venture Partners"",""Baillie Gifford"",""Bristol-Myers Squibb (NYS: BMY)"",""Celgene"",""Decheng Capital"",""Dentsu Ventures"",""Foresite Capital Management"",""Johnson & Johnson Innovation - JJDC"",""Longwood Fund"",""McKesson Ventures"",""Merck (ETR: MRK)"",""Pivotal Life Sciences"",""Tencent Holdings (HKG: 00700)"",""Varian Medical Systems""}'","'{""11919-79-None"",""11111-68-None"",""58068-64-None"",""12606-40-None"",""41333-95-None"",""53940-61-Xiangmin Cui"",""112232-80-Katsuyuki Hasegawa"",""54064-81-Vikram Bajaj"",""11225-08-None"",""53897-32-None"",""120443-77-Tom Rodgers"",""10961-02-None"",""471631-15-None"",""52120-00-None"",""41271-40-None""}'","'{,,,,,""Xiangmin Cui"",""Katsuyuki Hasegawa"",""Vikram Bajaj"",,,""Tom Rodgers"",,,,}'","'{""15136-93F"",""14537-89F"",""15204-07F"",""15017-86F"",""13620-25F"",""13586-50F"",""14824-54F""}'","'{""Alexa Fund"",""ARCH Venture Fund VIII"",""Decheng Capital China Life Sciences USD Fund II"",""Dentsu Ventures Global Fund I"",""Foresite Capital Fund I"",""Longwood Fund II"",""McKesson Ventures""}'"
"19305-82T","52766-11",Marinus Pharmaceuticals (NAS: MRNS),PA,Unknown,PA,"'{""HealthTech""}'",2005-10-25,2005.0,1,Series A,"1st Round",Early Stage VC,26.68,56.08,29.4,52.42,5,"'{""11135-71"",""11174-14"",""10241-02"",""11192-86"",""11300-14""}'","'{""Canaan Partners"",""Connecticut Innovations"",""Domain Associates"",""Foundation Medical Partners"",""Sofinnova Investments""}'","'{""11135-71-Stephen Bloch"",""11174-14-None"",""10241-02-Nicole Vitullo"",""11192-86-None"",""11300-14-Nicola Campbell""}'","'{""Stephen Bloch"",,""Nicole Vitullo"",,""Nicola Campbell""}'","'{""11039-95F"",""11389-24F"",""11275-48F""}'","'{""Canaan VII"",""Domain Partners VI"",""Sofinnova Ventures VI""}'"
"53153-38T","40757-95",Essential.com,"Burlington, MA",Burlington,MA,"'{""Oil & Gas"",""TMT""}'",1999-07-29,1999.0,2,Series B,"2nd Round",Early Stage VC,11.47,24.09,12.63,52.41,,'{}','{}','{}','{}','{}','{}'
"18682-84T","52183-81",FineLine Technologies,"Norcross, GA",Norcross,GA,"'{""Internet of Things"",""TMT""}'",2011-06-29,2011.0,2,,,PE Growth/Expansion,,,,,1,"'{""25255-63""}'","'{""Triangle Peak Partners""}'","'{""25255-63-None""}'",'{}',"'{""13511-44F""}'","'{""Triangle Peak Partners Private Equity Fund""}'"
"37904-23T","61672-42",BioTrace Medical,"Menlo Park, CA",MenloPark,CA,"'{""Life Sciences""}'",2014-02-24,2014.0,1,Series A,"1st Round",Early Stage VC,3.18,6.68,3.5,52.4,7,"'{""39671-92"",""42711-76"",""115183-36"",""42858-01"",""294861-79"",""11261-53"",""97403-59""}'","'{""Edwards Lifesciences (NYS: EW)"",""Emergent Medical Partners"",""Fogarty Institute for Innovation"",""Life Science Angels"",""Lymo Ventures"",""Okapi Venture Capital"",""Xandex Ventures""}'","'{""39671-92-None"",""42711-76-Thomas Fogarty"",""115183-36-Thomas Fogarty"",""42858-01-None"",""294861-79-Norman Gitis"",""11261-53-Sharon Stevenson"",""97403-59-None""}'","'{,""Thomas Fogarty"",""Thomas Fogarty"",,""Norman Gitis"",""Sharon Stevenson"",}'","'{""13789-00F"",""13283-47F""}'","'{""Emergent Medical Partners II"",""Okapi Ventures II""}'"
"21582-73T","54579-79",CDK Perforating,"Ulster, PA",Ulster,PA,"'{""Oil & Gas""}'",2012-04-27,2012.0,1,,,Buyout/LBO,,61.07,32.0,52.4,1,"'{""10187-11""}'","'{""SCF Partners""}'","'{""10187-11-None""}'",'{}',"'{""11703-70F""}'","'{""SCF-VII""}'"
"17406-46T","43107-58",Flywheel (Dallas),"Dallas, TX",Dallas,TX,"'{""Artificial Intelligence & Machine Learning"",""CleanTech"",""SaaS"",""TMT""}'",2010-06-23,2010.0,2,Series A,"1st Round",Early Stage VC,8.19,17.21,9.01,52.39,2,"'{""11166-58"",""34108-03""}'","'{""Draper Fisher Jurvetson Management"",""The Westly Group""}'","'{""11166-58-Joshua Raffaelli"",""34108-03-Gary Dillabough""}'","'{""Joshua Raffaelli"",""Gary Dillabough""}'","'{""12427-39F"",""12569-59F""}'","'{""Draper Fisher Jurvetson Fund X"",""Westly Capital Partners Fund""}'"
"18979-30T","13151-98",Ascenta Therapeutics,"Malvern, PA",Malvern,PA,"'{""Life Sciences"",""Oncology""}'",2003-12-05,2003.0,1,Series A,"1st Round",Early Stage VC,5.0,10.5,5.5,52.38,,'{}','{}','{}','{}','{}','{}'
"172176-31T","234903-52",Francis Medical,"Maple Grove, MN",MapleGrove,MN,"'{""Life Sciences"",""Oncology""}'",2021-09-15,2021.0,3,Series B,"3rd Round",Early Stage VC,50.0,105.0,55.0,52.38,5,"'{""11111-41"",""54244-54"",""60726-97"",""481313-62"",""112574-89""}'","'{""Arboretum Ventures"",""CHK Cleveland Tonkawa"",""Coloplast (CSE: COLO B)"",""H2Oey Ventures"",""Solas BioVentures""}'","'{""11111-41-Jan Garfinkle"",""54244-54-None"",""60726-97-None"",""481313-62-None"",""112574-89-None""}'","'{""Jan Garfinkle"",,,,}'","'{""14847-85F"",""15713-47F""}'","'{""Arboretum Ventures IV"",""Solas BioVentures Fund I""}'"
"98322-31T","222252-13",Frank,"New York, NY",NewYork,NY,"'{""FinTech"",""TMT""}'",2017-03-01,2017.0,2,,"1st Round",Seed Round,5.0,10.5,5.5,52.38,,'{}','{}','{}','{}','{}','{}'
"145281-43T","361432-81",Finegold Alexander Architects,"Boston, MA",Boston,MA,'{}',2020-04-11,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"22944-97T","54325-09",FineGround Networks,"Campbell, CA",Campbell,CA,"'{""Marketing Tech"",""SaaS"",""TMT""}'",,,2,,"2nd Round",Later Stage VC,,,8.7,,2,"'{""11251-81"",""11338-12""}'","'{""New Enterprise Associates"",""Worldview Technology Partners""}'","'{""11251-81-None"",""11338-12-None""}'","'{,}'","'{""11202-67F"",""11325-97F""}'","'{""New Enterprise Associates 8A"",""WorldView Technology Partners III""}'"
"22944-61T","54325-09",FineGround Networks,"Campbell, CA",Campbell,CA,"'{""Marketing Tech"",""SaaS"",""TMT""}'",2001-07-06,2001.0,1,Series B,"1st Round",Early Stage VC,,,16.3,,2,"'{""11251-81"",""11338-12""}'","'{""New Enterprise Associates"",""Worldview Technology Partners""}'","'{""11251-81-None"",""11338-12-None""}'","'{,}'","'{""11202-67F"",""11325-97F""}'","'{""New Enterprise Associates 8A"",""WorldView Technology Partners III""}'"
"150859-90T","238917-52",Finelandscaping,"Mansfield, MA",Mansfield,MA,'{}',2020-04-15,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"151807-51T","363102-04",Finelight Agency,"Bloomington, IN",Bloomington,IN,'{}',2020-04-28,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"176342-95T","469683-01",Finelight Media,"Chicago, IL",Chicago,IL,"'{""Marketing Tech""}'",2021-03-11,2021.0,1,,"1st Round",Seed Round,,,,,1,"'{""398990-98""}'","'{""Three Crowns Holdings""}'","'{""398990-98-None""}'",'{}','{}','{}'
"150414-85T","385385-68",Fineline Circuits and Technology,"Brea, CA",Brea,CA,'{}',2020-04-14,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"150163-39T","234161-47",FineLine Manufacturing,"Sand Springs, OK",SandSprings,OK,'{}',2020-04-10,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"144496-72T","372674-71",Fineline Sportswear,"Austin, TX",Austin,TX,'{}',2020-04-05,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"24992-02T","52183-81",FineLine Technologies,"Norcross, GA",Norcross,GA,"'{""Internet of Things"",""TMT""}'",2012-12-20,2012.0,3,,,Dividend Recapitalization,,,4.61,,,'{}','{}','{}','{}','{}','{}'
"98592-22T","52183-81",FineLine Technologies,"Norcross, GA",Norcross,GA,"'{""Internet of Things"",""TMT""}'",2015-06-30,2015.0,5,,,Debt - General,,,13.86,,,'{}','{}','{}','{}','{}','{}'
"112628-26T","52183-81",FineLine Technologies,"Norcross, GA",Norcross,GA,"'{""Internet of Things"",""TMT""}'",2018-08-31,2018.0,7,,,Dividend Recapitalization,,,234.0,,,'{}','{}','{}','{}','{}','{}'
"112798-36T","52183-81",FineLine Technologies,"Norcross, GA",Norcross,GA,"'{""Internet of Things"",""TMT""}'",,,4,,,PE Growth/Expansion,,,,,1,"'{""65793-43""}'","'{""L Squared Capital Partners""}'","'{""65793-43-Robert Healy""}'","'{""Robert Healy""}'","'{""17335-27F""}'","'{""L Squared Capital Partners III""}'"
"152063-38T","238766-32",Fineman West,"Los Angeles, CA",LosAngeles,CA,'{}',2020-04-16,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"175319-38T","149863-06",FineMark National Bank & Trust (PINX: FNBT),"Fort Myers, FL",FortMyers,FL,'{}',2018-11-07,2018.0,1,,,IPO,,,,,,'{}','{}','{}','{}','{}','{}'
"176029-30T","432952-39",FineroPay,"Atlanta, GA",Atlanta,GA,"'{""FinTech""}'",2021-07-07,2021.0,2,,,Out of Business,,,,,,'{}','{}','{}','{}','{}','{}'
"172074-16T","432952-39",FineroPay,"Atlanta, GA",Atlanta,GA,"'{""FinTech""}'",,,1,,"1st Round",Early Stage VC,,,,,1,"'{""150157-45""}'","'{""FinTech Ventures Fund""}'","'{""150157-45-Lucas Timberlake""}'","'{""Lucas Timberlake""}'",'{}','{}'
"94181-95T","178504-48",Finery,"New York, NY",NewYork,NY,"'{""Big Data"",""E-Commerce"",""TMT""}'",2016-11-01,2016.0,1,,"1st Round",Seed Round,,,,,3,"'{""186216-49"",""111007-00"",""119051-83""}'","'{""Brooklyn Decker"",""Miroslava Duma"",""Nasiba Adilova""}'","'{""186216-49-Brooklyn Decker"",""111007-00-Miroslava Duma"",""119051-83-Nasiba Adilova""}'","'{""Brooklyn Decker"",""Miroslava Duma"",""Nasiba Adilova""}'",'{}','{}'
"178005-25T","398961-91",Finesse,"Los Angeles, CA",LosAngeles,CA,"'{""Artificial Intelligence & Machine Learning"",""Big Data"",""E-Commerce""}'",2019-02-01,2019.0,1,,"1st Round",Seed Round,,,0.38,,,'{}','{}','{}','{}','{}','{}'
