"co_id","deal_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"223023-25","108244-09T","Mymee","New York, NY","NewYork","NY","{""Digital Health"",HealthTech,Mobile,TMT}","2021-02-11",2021,6,"Series A","1st Round","Early Stage VC",47.5,72.5,25,54.43,5,"{223530-85,234860-05,167627-26,481479-04,224314-48}","{""Accelerate New York Seed Fund"",""AJI Capital"",Capita3,""Daniel Rothman"",HealthVenture}","{223530-85-None,""234860-05-Anthony Iacovone"",""167627-26-Pamela York"",""481479-04-Daniel Rothman"",224314-48-None}","{NULL,""Anthony Iacovone"",""Pamela York"",""Daniel Rothman"",NULL}","{16961-68F}","{""Capita3 Venture Fund I""}"
"51369-76","35052-13T","WebPT","Phoenix, AZ","Phoenix","AZ","{SaaS}","2014-06-25",2014,2,,"2nd Round","Later Stage VC",36,78.99,42.99,54.42,1,"{10052-20}","{""Battery Ventures""}","{""10052-20-Chelsea Stoner""}","{""Chelsea Stoner""}","{13613-77F}","{""Battery Ventures X""}"
"52863-67","19508-86T","Wandrian","Newton, MA","Newton","MA","{Industrials}","2005-04-26",2005,1,"Series A","1st Round","Early Stage VC",3.61,7.9,4.28,54.25,2,"{10901-26,11127-88}","{""424 Capital"",""Boston Capital Ventures""}","{""10901-26-Edward Williams"",11127-88-None}","{""Edward Williams"",NULL}","{11028-25F,11570-23F}","{""BCV V"",""Brook Partner Fund II""}"
"60344-92","48039-40T","Dimension Therapeutics","Cambridge, MA","Cambridge","MA","{""Life Sciences""}","2015-02-11",2015,1,"Series A","1st Round","Early Stage VC",20.7,45.2,24.5,54.2,4,"{51709-60,112005-91,124929-64,11263-51}","{""Bayer Pharma"",""Donald Hayden"",""F-Prime Capital"",OrbiMed}","{51709-60-None,112005-91-None,124929-64-None,""11263-51-Rishi Gupta""}","{NULL,NULL,NULL,""Rishi Gupta""}","{15774-22F,13476-70F}","{""F-Prime Capital Partners Healthcare Fund IV"",""OrbiMed Associates III""}"
"150982-48","64217-44T","PierianDx","Creve Coeur, MO","CreveCoeur","MO","{""Artificial Intelligence & Machine Learning"",""Big Data"",""Life Sciences"",SaaS}","2015-12-08",2015,1,"Series A","1st Round","Early Stage VC",12,26.2,14.2,54.2,8,"{114784-84,264985-93,150433-93,166916-62,168944-68,51117-22,51372-01,150145-84}","{""ARUP Laboratories"",""Bodhi Capital"",""Health Catalyst Capital Management"",""Inova Health System"",""Inova Strategic Investments"",""Meyer and Co."",""Ocean Road Partners"",""Swanhill Capital""}","{114784-84-None,264985-93-None,""150433-93-Charles Boorady"",166916-62-None,""168944-68-Peter Jobse"",51117-22-None,51372-01-None,150145-84-None}","{NULL,NULL,""Charles Boorady"",NULL,""Peter Jobse"",NULL,NULL,NULL}","{15403-15F}","{""Health Catalyst Capital""}"
"51151-96","25017-31T","1366 Technologies","Bedford, MA","Bedford","MA","{CleanTech,Manufacturing,TMT}","2010-02-04",2010,2,"Series A","1st Round","Early Stage VC",14.95,32.5,17.55,54,3,"{11258-38,11274-22,113018-23}","{""North Bridge Venture Partners"",""Polaris Partners"",""Sunshot Incubator Program""}","{""11258-38-Carmichael Roberts"",""11274-22-Robert Metcalfe"",113018-23-None}","{""Carmichael Roberts"",""Robert Metcalfe"",NULL}","{13191-04F,11235-43F}","{""North Bridge Venture Partners VII"",""Polaris Venture Partners V""}"
"12138-40","11349-82T","Cobalt Group (digital marketing)","Seattle, WA","Seattle","WA","{Industrials,""Marketing Tech"",""Mobility Tech"",TMT}","2001-11-13",2001,9,,,"Buyout/LBO",,71.23,38.47,54,1,"{10074-61}","{""Warburg Pincus""}","{""10074-61-Joseph Schull""}","{""Joseph Schull""}","{11342-89F}","{""Warburg Pincus International Partners""}"
"442570-24","182485-72T","Youtech and Associates","Lisle, IL","Lisle","IL","{AdTech}","2020-04-09",2020,2,,,"Debt - PPP",,,0.53,,,"{}","{}","{}","{}","{}","{}"
"442570-24","168750-28T","Youtech and Associates","Lisle, IL","Lisle","IL","{AdTech}","2020-04-09",2020,1,,,"Debt - General",,,0.53,,,"{}","{}","{}","{}","{}","{}"
"104828-41","60231-43T","YouTern","Carson City, NV","CarsonCity","NV","{TMT}","2010-01-01",2010,1,,,"Seed Round",,,0.05,,,"{}","{}","{}","{}","{}","{}"
"322915-96","147826-18T","Youth Crossroads","Berwyn, IL","Berwyn","IL","{}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"453311-92","159532-66T","Youth Fitness Zone","Stillwater, OK","Stillwater","OK","{}","2015-09-28",2015,1,,,"Debt - General",,,0.93,,,"{}","{}","{}","{}","{}","{}"
"484642-36","184555-18T","Youvize","Walnut, CA","Walnut","CA","{Industrials,Mobile,SaaS,TMT}","2021-08-11",2021,2,,,"Accelerator/Incubator",,,,,,"{416534-68}","{""Bronco Venture Accelerator""}","{416534-68-None}","{NULL}","{}","{}"
"141316-84","142792-03T","Yudrio","Leesburg, VA","Leesburg","VA","{TMT}","2020-04-14",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"171546-85","94966-93T","Yuemey","Needham, MA","Needham","MA","{Industrials,Mobile,TMT}",,,1,,,"Capitalization",,,,,,"{}","{}","{}","{}","{}","{}"
"171546-85","94964-86T","Yuemey","Needham, MA","Needham","MA","{Industrials,Mobile,TMT}",,,2,,,"Angel (individual)",,,,,,"{186987-16}","{""The Venture Junkie""}","{186987-16-None}","{NULL}","{}","{}"
"125157-70","64645-21T","Yuhe International","VI","Unknown","VI","{}","2008-03-12",2008,1,,,"Reverse Merger",,,,,,"{464160-16}","{""Bright Stand International""}","{464160-16-None}","{NULL}","{}","{}"
"279275-59","143489-26T","yukon fire protection services, inc.","Anchorage, AK","Anchorage","AK","{}","2020-04-12",2020,1,,,"Debt - PPP",,,1.06,,,"{}","{}","{}","{}","{}","{}"
"353929-42","146924-20T","Cullman Dermatology Clinic","Cullman, AL","Cullman","AL","{}","2020-04-29",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"265326-67","116292-25T","Cultivate Social","Durham, NC","Durham","NC","{AdTech,""Marketing Tech"",SaaS}",,,2,,,"Angel (individual)",,,0.1,,,"{122352-67}","{""Tony VanBrackle""}","{""122352-67-Tony VanBrackle""}","{""Tony VanBrackle""}","{}","{}"
"265326-67","116293-33T","Cultivate Social","Durham, NC","Durham","NC","{AdTech,""Marketing Tech"",SaaS}","2016-01-01",2016,1,,,"Accelerator/Incubator",,,,,,"{11250-55}","{""NC Idea""}","{11250-55-None}","{NULL}","{}","{}"
"265326-67","177054-49T","Cultivate Social","Durham, NC","Durham","NC","{AdTech,""Marketing Tech"",SaaS}","2021-07-22",2021,4,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"265326-67","116288-92T","Cultivate Social","Durham, NC","Durham","NC","{AdTech,""Marketing Tech"",SaaS}","2019-02-08",2019,3,,,"Angel (individual)",,,0.37,,,"{}","{}","{}","{}","{}","{}"
"147452-32","147477-07T","Cultural Awareness International, Inc.","Dallas, TX","Dallas","TX","{Industrials}","2020-04-15",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"360849-25","145270-45T","Cum Laude Group","White Plains, NY","WhitePlains","NY","{}","2020-05-01",2020,1,,,"Debt - PPP",,,0.61,,,"{}","{}","{}","{}","{}","{}"
"254259-46","145411-39T","Cumar","Everett, MA","Everett","MA","{}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"95924-53","58742-56T","Cumed","Richmond, VA","Richmond","VA","{""Life Sciences""}","2010-01-13",2010,1,,,"Angel (individual)",,,4,,,"{}","{}","{}","{}","{}","{}"
"288650-71","149306-77T","Cummings & Franck","Gardena, CA","Gardena","CA","{}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"229382-29","144177-22T","Cummings Lumber Co.","Troy, PA","Troy","PA","{Industrials,Manufacturing}","2020-04-09",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"52330-24","102368-89T","Cummings Signs","Nashville, TN","Nashville","TN","{Industrials,Manufacturing}",,,1,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"52330-24","106644-79T","Cummings Signs","Nashville, TN","Nashville","TN","{Industrials,Manufacturing}",,,4,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"52330-24","125359-66T","Cummings Signs","Nashville, TN","Nashville","TN","{Industrials,Manufacturing}",,,5,,,"Undetermined",,,,,,"{}","{}","{}","{}","{}","{}"
"232618-69","111519-46T","Snake'n'Rooter","Lee's Summit, MO","Lee'sSummit","MO","{}",,,1,,,"Buyout/LBO",,,,100,2,"{10873-72,10059-67}","{""American Residential Services"",""Charlesbank Capital Partners""}","{10873-72-None,10059-67-None}","{NULL,NULL}","{12505-33F}","{""Charlesbank Equity Fund VII""}"
"54600-76","127406-26T","SnapApp","Boston, MA","Boston","MA","{AdTech,""Marketing Tech"",SaaS}","2019-12-03",2019,4,,,"Merger/Acquisition",,,,100,1,"{95629-69}","{Uberflip}","{""95629-69-Randy Frisch""}","{""Randy Frisch""}","{}","{}"
"107989-84","63296-11T","Snorkel International","Elwood, KS","Elwood","KS","{Industrials,Manufacturing}","2007-06-28",2007,2,,,"Merger/Acquisition",,125.65,125.65,100,1,"{59359-51}","{""Tanfield Group (LON: TAN)""}","{59359-51-None}","{NULL}","{}","{}"
"107989-84","45589-24T","Snorkel International","Elwood, KS","Elwood","KS","{Industrials,Manufacturing}","1997-11-01",1997,1,,,"Buyout/LBO",,,,100,2,"{10050-04,107989-66}","{""Harbour Group"",""TRAK International""}","{""10050-04-Sam Fox"",107989-66-None}","{""Sam Fox"",NULL}","{11404-36F}","{""Harbour Group Investments III""}"
"234988-93","114313-33T","Snow Lion Publications","Ithaca, NY","Ithaca","NY","{}","2012-05-10",2012,1,,,"Merger/Acquisition",,,,100,1,"{234995-05}","{""Shambhala Publications""}","{""234995-05-Nikko Odiseos""}","{""Nikko Odiseos""}","{}","{}"
"170534-17","82374-49T","Snowstorm Project","NV","Unknown","NV","{}","2017-06-07",2017,1,,,"Corporate Asset Purchase",,15.33,15.33,100,1,"{52128-19}","{""Seabridge Gold (NYS: SA)""}","{""52128-19-Rudi Fronk""}","{""Rudi Fronk""}","{}","{}"
"62554-51","35504-83T","Snyder Consulting Solutions","Rocklin, CA","Rocklin","CA","{Industrials}","2013-01-14",2013,1,,,"Merger/Acquisition",,,,100,1,"{64790-74}","{""Kehrer Saltzman & Associates""}","{""64790-74-Kenneth Kehrer""}","{""Kenneth Kehrer""}","{}","{}"
"81697-78","61821-73T","Sober Media Group","Valley Cottage, NY","ValleyCottage","NY","{}","2008-08-20",2008,1,,,"Merger/Acquisition",,12.85,12.85,100,1,"{82787-86}","{""American Addiction Centers""}","{82787-86-None}","{NULL}","{}","{}"
"186627-70","120654-46T","Social Capital Hedosophia","Palo Alto, CA","PaloAlto","CA","{}","2019-10-25",2019,2,,,"Merger/Acquisition",,,,100,1,"{103573-90}","{""Virgin Galactic (NYS: SPCE)""}","{""103573-90-George Whitesides""}","{""George Whitesides""}","{}","{}"
"11850-22","10901-53T","American Gilsonite Company","Houston, TX","Houston","TX","{""Oil & Gas""}","2008-03-17",2008,2,,,"Buyout/LBO",,128.63,128.63,100,2,"{10299-34,10896-49}","{""Palladium Equity Partners"",""Prospect Capital Corporation BDC (NAS: PSEC)""}","{""10299-34-David Perez"",""10896-49-Montgomery Cook""}","{""David Perez"",""Montgomery Cook""}","{}","{}"
"118824-67","55298-80T","American Gold Capital","Reno, NV","Reno","NV","{}","2010-11-29",2010,1,,,"Merger/Acquisition",,,,100,1,"{59762-44}","{""Gunpoint Exploration (TSX: GUN)""}","{59762-44-None}","{NULL}","{}","{}"
"41746-42","15934-42T","American Healthnet","Omaha, NE","Omaha","NE","{TMT}","2009-08-24",2009,1,,,"Buyout/LBO",,,,100,2,"{10050-49,10882-99}","{""Francisco Partners"",Healthland}","{""10050-49-Ezra Perlman"",""10882-99-James Burgess""}","{""Ezra Perlman"",""James Burgess""}","{10913-05F}","{""Francisco Partners II""}"
"57197-08","61847-29T","American HealthTech","Ridgeland, MS","Ridgeland","MS","{SaaS,TMT}","2016-01-08",2016,2,,,"Merger/Acquisition",,,,100,1,"{41520-61}","{""Computer Programs & Systems (NAS: CPSI)""}","{""41520-61-Boyd Douglas""}","{""Boyd Douglas""}","{}","{}"
"57197-08","26188-30T","American HealthTech","Ridgeland, MS","Ridgeland","MS","{SaaS,TMT}","2013-05-21",2013,1,,,"Buyout/LBO",,,,100,2,"{10050-49,10882-99}","{""Francisco Partners"",Healthland}","{""10050-49-Ezra Perlman"",""10882-99-Angela Franks""}","{""Ezra Perlman"",""Angela Franks""}","{12488-86F}","{""Francisco Partners III""}"
"10089-55","109973-26T","American Higher Education Development","Princeton, NJ","Princeton","NJ","{}","2018-07-26",2018,2,,,"Buyout/LBO",,,,100,1,"{231527-98}","{""Granite Bridge Partners""}","{""231527-98-Peter Petrillo""}","{""Peter Petrillo""}","{16463-44F}","{""Granite Bridge Partners Fund I""}"
"188034-31","107580-07T","American HomePatient (Seattle infusion business)","Seattle, WA","Seattle","WA","{}","2002-03-01",2002,1,,,"Merger/Acquisition",,,,100,1,"{97736-41}","{""Option Care Health""}","{97736-41-None}","{NULL}","{}","{}"
"171143-11","83186-47T","American Innovative Minerals","East Helena, MT","EastHelena","MT","{Industrials}","2017-03-21",2017,2,,,"Merger/Acquisition",,2,2,100,1,"{51209-65}","{""Canagold Resources (TSE: CCM)""}","{""51209-65-Catalin Kilofliski""}","{""Catalin Kilofliski""}","{}","{}"
"221669-20","96192-19T","American Insulated Glass","Conley, GA","Conley","GA","{Industrials,Manufacturing}","2017-10-24",2017,1,,,"Buyout/LBO",,,,100,2,"{151413-76,60063-58}","{""AV Capital"",""Orix Private Equity Solutions""}","{""151413-76-Vernon Bryant"",""60063-58-Bill Floyd""}","{""Vernon Bryant"",""Bill Floyd""}","{}","{}"
"55576-36","22700-08T","American Leather","Dallas, TX","Dallas","TX","{Manufacturing}","2012-08-01",2012,2,,,"Buyout/LBO",,68,68,100,2,"{11260-99,11147-14}","{""Argosy Private Equity"",""Heartwood Partners""}","{""11260-99-John Nugent"",""11147-14-Mark Allsteadt""}","{""John Nugent"",""Mark Allsteadt""}","{12085-84F,13506-85F}","{""Argosy Investment Partners IV"",""Capital Partners Private Equity Income Fund II""}"
"227961-37","104846-14T","American Legend","Renton, WA","Renton","WA","{}","2018-03-28",2018,2,,,"Merger/Acquisition",,,,100,1,"{227962-90}","{""North American Fur Auctions""}","{227962-90-None}","{NULL}","{}","{}"
"110774-26","47555-65T","American Leisure","Nanuet, NY","Nanuet","NY","{Industrials,""LOHAS & Wellness""}","2015-02-25",2015,1,,,"Merger/Acquisition",,,,100,1,"{110774-44}","{""American Pool Enterprises""}","{""110774-44-Mitchell Friedlander""}","{""Mitchell Friedlander""}","{}","{}"
"384869-53","152284-33T","Sandow Construction","Bladensburg, MD","Bladensburg","MD","{}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"155056-87","67378-06T","Sandpiper Stores","Danville, CA","Danville","CA","{Industrials}",,,1,,,"PE Growth/Expansion",,,2,,,"{}","{}","{}","{}","{}","{}"
"235373-95","141627-70T","Sandpipersav","Savannah, GA","Savannah","GA","{}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"279146-98","143400-25T","Sandray","Rockford, IL","Rockford","IL","{}","2020-04-06",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"136707-94","141859-54T","Sanford, Pierson, Thone & Strean, PLC","Wayzata, MN","Wayzata","MN","{}","2020-04-07",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"258491-62","153409-15T","Kids Dental Kare Nj","Howell, NJ","Howell","NJ","{}","2020-05-03",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"258214-78","152104-87T","Kids First Pediatric Dentistry Chandler/queen Creek","Chandler, AZ","Chandler","AZ","{}","2020-04-15",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"439616-26","157654-81T","Kids in Action","New Milford, CT","NewMilford","CT","{}","2018-02-02",2018,1,,,"Debt - General",,,0.28,,,"{}","{}","{}","{}","{}","{}"
"146981-35","182606-95T","Kidz Therapy Services","Garden City, NY","GardenCity","NY","{}","2020-04-10",2020,2,,,"Debt - PPP",,,1.52,,,"{}","{}","{}","{}","{}","{}"
"258500-44","152916-49T","Kieffer Family Dental","Rapid City, SD","RapidCity","SD","{}","2020-04-28",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"297987-13","146634-49T","Kieljamespatrick","Pawtucket, RI","Pawtucket","RI","{}","2020-04-07",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"376439-68","153034-12T","Kiesel Marine Service","Saint Louis, MO","SaintLouis","MO","{}","2020-04-03",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"437531-41","165756-34T","Kift","San Francisco, CA","SanFrancisco","CA","{}","2021-05-01",2021,2,,,"Equity Crowdfunding",,,1,,,"{460014-94}","{""Agya Ventures""}","{460014-94-None}","{NULL}","{}","{}"
"437531-41","140343-13T","Kift","San Francisco, CA","SanFrancisco","CA","{}","2020-07-20",2020,1,,,"Early Stage VC",,,0.6,,,"{231524-11,122107-42,226912-78,234965-26,64991-35}","{""Anand Babu Periasmy"",""Andrew Essex"",""Balaji Srinivasan"",""Ryan Rzepecki"",""Urban Us""}","{""231524-11-Anand Babu Periasmy"",""122107-42-Andrew Essex"",""226912-78-Balaji Srinivasan"",""234965-26-Ryan Rzepecki"",""64991-35-Shaun Abrahamson""}","{""Anand Babu Periasmy"",""Andrew Essex"",""Balaji Srinivasan"",""Ryan Rzepecki"",""Shaun Abrahamson""}","{}","{}"
"233843-86","112928-77T","Kigt","Ontario, CA","Ontario","CA","{CleanTech,""LOHAS & Wellness"",Mobile}",,,1,,,"Angel (individual)",,,0.2,,,"{}","{}","{}","{}","{}","{}"
"125090-65","58504-42T","Game Touch","Hallandale Beach, FL","HallandaleBeach","FL","{Industrials,TMT}","2015-06-26",2015,1,,,"Merger/Acquisition",,,,100,1,"{52238-98}","{""Petrogress (PINX: PGAS)""}","{""52238-98-Barry Hollander""}","{""Barry Hollander""}","{}","{}"
"13409-20","34172-92T","GAMFG Precision","Franklin, WI","Franklin","WI","{Manufacturing}","2012-11-02",2012,2,,,"Merger/Acquisition",,45,45,100,1,"{60435-10}","{""Senior (LON: SNR)""}","{60435-10-None}","{NULL}","{}","{}"
"13409-20","13398-94T","GAMFG Precision","Franklin, WI","Franklin","WI","{Manufacturing}","2000-01-01",2000,1,,,"Buyout/LBO",,,,100,1,"{10482-49}","{""Mason Wells""}","{""10482-49-John Byrnes""}","{""John Byrnes""}","{11196-82F}","{""Mason Wells Leveraged Buyout Fund I""}"
"160811-74","71215-48T","Gaming Informatics","Madison, WI","Madison","WI","{Cybersecurity,TMT}","2016-06-01",2016,1,,,"Merger/Acquisition",,,,100,1,"{64239-22}","{Kobetron}","{""64239-22-David Elmore""}","{""David Elmore""}","{}","{}"
"10180-63","10624-96T","Gans Communications","Hazleton, PA","Hazleton","PA","{TMT}","2005-01-04",2005,2,,,"Merger/Acquisition",,120,120,100,1,"{169951-15}","{""MetroCast (acquired)""}","{169951-15-None}","{NULL}","{}","{}"
"55567-63","24019-21T","Silicon Packets","San Jose, CA","SanJose","CA","{TMT}","2001-08-24",2001,1,"Series A","1st Round","Early Stage VC",,,,,1,"{11251-45}","{""Newbury Ventures""}","{11251-45-None}","{NULL}","{}","{}"
"360863-11","152148-16T","Silk Screen Shirts","Carlsbad, CA","Carlsbad","CA","{}","2020-05-03",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"118844-74","52552-63T","Silk Wood Products","Grand Junction, CO","GrandJunction","CO","{Manufacturing}",,,1,,,"Accelerator/Incubator",,,,,1,"{55334-98}","{""Business Incubator Center""}","{55334-98-None}","{NULL}","{}","{}"
"13171-60","40565-71T","eFashion Solutions","Secaucus, NJ","Secaucus","NJ","{E-Commerce,""Marketing Tech"",TMT}","2012-01-26",2012,5,,,"Merger/Acquisition",,,,100,1,"{52165-54}","{""Excel Financial Services (PINX: EXCC)""}","{52165-54-None}","{NULL}","{}","{}"
"161083-45","87062-68T","EFCO","Monett, MO","Monett","MO","{Industrials,Manufacturing}","2017-06-12",2017,3,,,"Merger/Acquisition",,192,192,100,1,"{25297-48}","{""Apogee Enterprises (NAS: APOG)""}","{""25297-48-Joseph Puishys""}","{""Joseph Puishys""}","{}","{}"
"161083-45","76688-11T","EFCO","Monett, MO","Monett","MO","{Industrials,Manufacturing}","2007-08-28",2007,1,,,"Buyout/LBO",,90,90,100,3,"{11116-81,54241-57,11295-37}","{""Austin Capital Partners"",""Pella Buffalo"",""Seneca Partners""}","{""11116-81-Darrell Austin"",54241-57-None,11295-37-None}","{""Darrell Austin"",NULL,NULL}","{11007-37F,11265-31F}","{""Austin Capital Partners Fund"",""Seneca Health Care Fund""}"
"125763-40","168523-21T","EFD","East Providence, RI","EastProvidence","RI","{}","2000-10-31",2000,1,,,"Merger/Acquisition",,280,280,100,1,"{41311-99}","{""Nordson (NAS: NDSN)""}","{41311-99-None}","{NULL}","{}","{}"
"103986-37","79177-42T","Effectuate Ventures","Buena Vista, CO","BuenaVista","CO","{Industrials,Mobile,TMT}","2016-11-30",2016,1,,,"Merger/Acquisition",,,,100,1,"{168567-67}","{""G6 (IT Consulting and Outsourcing)""}","{""168567-67-Teddy Pejoski""}","{""Teddy Pejoski""}","{}","{}"
"55633-69","22801-24T","Efficiency 2.0","New York, NY","NewYork","NY","{CleanTech,TMT}","2012-04-30",2012,1,,,"Merger/Acquisition",,23.75,23.75,100,1,"{55633-60}","{""C3.ai (NYS: AI)""}","{""55633-60-Edward Abbo""}","{""Edward Abbo""}","{}","{}"
"64302-85","35067-25T","EfficientGov.com","Ipswich, MA","Ipswich","MA","{TMT}","2014-03-26",2014,1,,,"Merger/Acquisition",,,,100,1,"{64308-07}","{""Praetorian Digital""}","{""64308-07-James Alfano""}","{""James Alfano""}","{}","{}"
"433011-70","133238-53T","Effigent (Consulting Division)","San Jose, CA","SanJose","CA","{}",,,1,,,"Merger/Acquisition",,,,100,1,"{122960-89}","{""Prithvi Information Solutions""}","{122960-89-None}","{NULL}","{}","{}"
"130881-43","78010-12T","Effort Foundry","Bath, PA","Bath","PA","{Manufacturing}","1996-01-01",1996,2,,,"Merger/Acquisition",,,,100,,"{}","{}","{}","{}","{}","{}"
"130881-43","78006-07T","Effort Foundry","Bath, PA","Bath","PA","{Manufacturing}","1990-04-01",1990,1,,,"Merger/Acquisition",,,,100,,"{}","{}","{}","{}","{}","{}"
"12244-42","11071-27T","Effox","OH","Unknown","OH","{Manufacturing}","2007-02-28",2007,3,,,"Merger/Acquisition",,,,100,1,"{12295-45}","{""CECO Environmental (NAS: CECE)""}","{""12295-45-Phillip Dezwirek""}","{""Phillip Dezwirek""}","{}","{}"
"12244-42","11071-18T","Effox","OH","Unknown","OH","{Manufacturing}","1999-04-01",1999,1,,,"Buyout/LBO",,,,100,1,"{11206-09}","{HKW}","{11206-09-None}","{NULL}","{13335-76F}","{""HKW Capital Partners I""}"
"124624-00","60807-43T","EFI Pace","Jacksonville Beach, FL","JacksonvilleBeach","FL","{TMT}","2008-07-28",2008,1,,,"Merger/Acquisition",,21,21,100,1,"{10834-39}","{""Electronics For Imaging""}","{""10834-39-Guy Gecht""}","{""Guy Gecht""}","{}","{}"
"42176-98","171578-35T","Egencia","Bellevue, WA","Bellevue","WA","{}","2021-11-02",2021,5,,,"Buyout/LBO",,750,750,100,5,"{61985-89,60451-03,54070-03,61986-70,10328-05}","{""American Express Global Business Travel"",""Beach Point Capital Management"",""BlackRock Private Equity Partners"",Certares,""Macquarie Asset Management""}","{""61985-89-Paul Abbott"",60451-03-None,54070-03-None,61986-70-None,10328-05-None}","{""Paul Abbott"",NULL,NULL,NULL,NULL}","{13765-33F,18137-26F,12957-22F}","{""BlackRock/ERB Co-investment Fund II"",""CK Opportunities Domestic Fund"",""Macquarie European Infrastructure Fund IV""}"
"42176-98","72784-81T","Egencia","Bellevue, WA","Bellevue","WA","{}","2004-03-29",2004,4,,,"Merger/Acquisition",,,,100,1,"{14192-65}","{""Expedia Group (NAS: EXPE)""}","{14192-65-None}","{NULL}","{}","{}"
"35021-08","14890-24T","Egghead (Corporate Government & Educational Division)","Garland, TX","Garland","TX","{}","1996-03-25",1996,1,,,"Merger/Acquisition",,45,45,100,1,"{13108-69}","{""Software Spectrum""}","{13108-69-None}","{NULL}","{}","{}"
"114941-35","55320-49T","Ehrenkrantz Eckstut & Kuhn Architects","New York, NY","NewYork","NY","{Industrials}","2010-11-02",2010,1,,,"Merger/Acquisition",,,,100,1,"{121963-78}","{""Perkins Eastman Architects""}","{121963-78-None}","{NULL}","{}","{}"
"115007-50","51414-04T","Ehrhardt Automation Systems","Granite City, IL","GraniteCity","IL","{Industrials,Manufacturing}","2014-01-01",2014,1,,,"Buyout/LBO",,,,100,1,"{57412-90}","{""Dunes Point Capital""}","{57412-90-None}","{NULL}","{14743-54F}","{""Dunes Point Capital Investment Partners I""}"
"88866-46","76717-18T","Wove","San Francisco, CA","SanFrancisco","CA","{AdTech,""Artificial Intelligence & Machine Learning"",""Big Data"",TMT}","2016-10-03",2016,3,,,"Seed Round",,,3,,,"{52929-82,106054-39,106259-41,53788-78,106277-68,105883-57,166926-97,11268-55,53345-35,53398-54}","{AngelPad,""Auren Hoffman"",""Benjamin Narasin"",""Boldstart Ventures"",""Jared Kopf"",""Jonah Goodhart"",""Mike Driscoll"",Partech,Rainfall,""Tekton Ventures""}","{52929-82-None,""106054-39-Auren Hoffman"",""106259-41-Benjamin Narasin"",53788-78-None,""106277-68-Jared Kopf"",""105883-57-Jonah Goodhart"",""166926-97-Mike Driscoll"",""11268-55-Nicolas El Baze"",53345-35-None,53398-54-None}","{NULL,""Auren Hoffman"",""Benjamin Narasin"",NULL,""Jared Kopf"",""Jonah Goodhart"",""Mike Driscoll"",""Nicolas El Baze"",NULL,NULL}","{}","{}"
"88866-46","99106-12T","Wove","San Francisco, CA","SanFrancisco","CA","{AdTech,""Artificial Intelligence & Machine Learning"",""Big Data"",TMT}","2014-04-17",2014,1,,,"Accelerator/Incubator",,,,,,"{52929-82}","{AngelPad}","{""52929-82-Thomas Korte""}","{""Thomas Korte""}","{}","{}"
