"deal_id","co_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"70745-41T","160264-81","TOCA Football","Costa Mesa, CA","CostaMesa","CA","{Mobile}","2016-05-26",2016,1,,"1st Round","Early Stage VC",3.5,9.76,6.26,64.14,,"{}","{}","{}","{}","{}","{}"
"53653-06T","52938-01","OmniPV","Menlo Park, CA","MenloPark","CA","{CleanTech,TMT}","2003-03-03",2003,2,"Series B","2nd Round","Early Stage VC",5.84,16.29,10.45,64.13,,"{}","{}","{}","{}","{}","{}"
"51123-16T","53767-27","Saama Analytics","Campbell, CA","Campbell","CA","{""Artificial Intelligence & Machine Learning"",""Big Data"",SaaS,TMT}","2015-06-02",2015,1,"Series A","1st Round","Later Stage VC",20,55.75,35.75,64.13,1,"{54555-67}","{""Carrick Capital Partners""}","{""54555-67-Marc McMorris""}","{""Marc McMorris""}","{14828-50F}","{""Carrick Capital Partners II""}"
"112787-83T","185356-00","Ready (Managed Care)","New Orleans, LA","NewOrleans","LA","{""Digital Health"",""LOHAS & Wellness"",Mobile}","2018-06-22",2018,4,,"1st Round","Early Stage VC",3.1,8.64,5.54,64.12,6,"{443111-77,41706-10,112889-26,11315-62,51639-67,43058-08}","{""Acumen America"",""City Light Capital"",""Cross Culture Ventures"",""Founders Fund"",""Kapor Capital"",Revolution}","{443111-77-None,""41706-10-Joshua Cohen"",""112889-26-Marlon Nichols"",11315-62-None,51639-67-None,43058-08-None}","{NULL,""Joshua Cohen"",""Marlon Nichols"",NULL,NULL,NULL}","{15061-78F,15250-24F,18357-67F,16125-40F,15512-95F}","{""Cross Culture Ventures I, L.P."",""Impact Ventures III"",""Kapor Capital Fund III"",""Rise of the Rest Seed Fund"",""The Founders Fund VI""}"
"55468-99T","93935-17","AdGreetz","Los Angeles, CA","LosAngeles","CA","{""Marketing Tech"",SaaS,TMT}","2011-06-30",2011,1,"Series A","Angel","Angel (individual)",3.58,9.98,6.4,64.11,3,"{122105-17,122104-54,122103-82}","{""David Spiegelman"",""Richard Sondheimer"",""Zen Ziffren""}","{""122105-17-David Spiegelman"",""122104-54-Richard Sondheimer"",""122103-82-Zen Ziffren""}","{""David Spiegelman"",""Richard Sondheimer"",""Zen Ziffren""}","{}","{}"
"17938-54T","51482-08","Akorri Networks","Littleton, MA","Littleton","MA","{SaaS,TMT}","2006-03-03",2006,2,"Series B","2nd Round","Early Stage VC",14.28,29.54,15.26,64.11,2,"{11237-50,11258-38}","{""Matrix Partners"",""North Bridge Venture Partners""}","{11237-50-None,11258-38-None}","{NULL,NULL}","{12550-69F,11211-58F}","{""Matrix Partners VIII"",""North Bridge Venture Partners V""}"
"10072-00T","10143-37","Cinemark Theatres (NYS: CNK)","Plano, TX","Plano","TX","{TMT}","2004-04-30",2004,1,,,"Buyout/LBO",,1560,1000,64.1,1,"{10031-41}","{""Madison Dearborn Partners""}","{""10031-41-Vahe Dombalagian""}","{""Vahe Dombalagian""}","{10952-47F}","{""Madison Dearborn Capital Partners IV""}"
"125485-93T","339804-01","Disc Medicine","Cambridge, MA","Cambridge","MA","{HealthTech,""Life Sciences"",Oncology}","2019-09-13",2019,2,"Series A","2nd Round","Early Stage VC",28,78,50,64.1,4,"{61957-36,277177-96,11132-20,11259-55}","{""AbbVie Ventures"",""Access Biotechnology"",""Atlas Venture"",""Novo Holdings""}","{""61957-36-Charles Kunsch"",""277177-96-Liam Ratcliffe"",""11132-20-Kevin Bitterman"",""11259-55-Nilesh Kumar""}","{""Charles Kunsch"",""Liam Ratcliffe"",""Kevin Bitterman"",""Nilesh Kumar""}","{14964-40F,16257-07F}","{""Atlas Venture Fund X"",""Repair Impact Fund""}"
"58600-99T","52472-62","Munich Reinsurance America","Princeton, NJ","Princeton","NJ","{}","1992-01-01",1992,1,,,"Buyout/LBO",,,,64.1,1,"{10066-15}","{""Kohlberg Kravis Roberts (NYS: KKR)""}","{10066-15-None}","{NULL}","{12531-25F}","{""KKR 1987 Fund""}"
"30741-76T","60967-63","TeleSym","Bellevue, WA","Bellevue","WA","{Mobile,TMT}","2003-09-25",2003,2,"Series B","2nd Round","Early Stage VC",7,19.5,12.5,64.1,4,"{11131-03,11220-13,11303-65,10072-90}","{""Bay Partners"",""Intel Capital"",""Northwest Venture Associates"",""Thomas Weisel Partners Group""}","{11131-03-None,""11220-13-Sriram Viswanathan"",""11303-65-Thomas Simpson"",""10072-90-Rob Born""}","{NULL,""Sriram Viswanathan"",""Thomas Simpson"",""Rob Born""}","{11032-30F,11279-80F,12669-22F}","{""Bay Partners XI"",""Northwest Venture Partners III"",""Thomas Weisel Healthcare Venture Partners""}"
"55707-13T","104450-32","Veeker","San Francisco, CA","SanFrancisco","CA","{Mobile,TMT}","2007-10-19",2007,1,"Series A","1st Round","Early Stage VC",1.4,3.9,2.5,64.1,3,"{11230-93,11243-71,122327-92}","{""Labrador Ventures"",""Meritage Funds"",""Todd Traina""}","{11230-93-None,11243-71-None,""122327-92-Todd Traina""}","{NULL,NULL,""Todd Traina""}","{11172-97F}","{""Labrador Ventures V""}"
"31163-86T","51456-88","OptiMine","Minneapolis, MN","Minneapolis","MN","{AdTech,""Artificial Intelligence & Machine Learning"",""Big Data"",""Marketing Tech"",SaaS,TMT}","2014-04-15",2014,4,"Series B","4th Round","Later Stage VC",2.33,6.48,4.15,64.07,6,"{11213-92,11788-30,52604-65,56226-79,52972-39,60311-80}","{""Aspenwood Ventures"",""New Capital Fund"",""Omphalos Venture Partners"",""Venture Management"",""Wisconsin Investment Partners"",""Zetta Venture Partners""}","{""11213-92-Mark Gorenberg"",11788-30-None,52604-65-None,56226-79-None,52972-39-None,""60311-80-Mark Gorenberg""}","{""Mark Gorenberg"",NULL,NULL,NULL,NULL,""Mark Gorenberg""}","{10934-65F,12877-39F,13906-36F}","{""Hummer Winblad Venture Partners VI"",""New Capital Fund II"",""Zetta Venture Partners I""}"
"23021-83T","42159-61","Nanomix (PINX: NNMX)","Emeryville, CA","Emeryville","CA","{Nanotechnology,TMT}","2008-04-30",2008,11,"Series D","5th Round","Later Stage VC",7,19.48,12.48,64.06,1,"{11111-14}","{""Applied Ventures""}","{11111-14-None}","{NULL}","{}","{}"
"18588-61T","52269-04","Sage Intacct","San Jose, CA","SanJose","CA","{FinTech,SaaS,TMT}","2006-01-23",2006,5,"Series A1","5th Round","Later Stage VC",2.81,7.81,5,64.06,3,"{11213-92,11171-44,11224-45}","{""Aspenwood Ventures"",""Emergence Capital Partners"",""JK&B Capital""}","{""11213-92-Ann Winblad"",""11171-44-Brian Jacobs"",""11224-45-Thomas Neustaetter""}","{""Ann Winblad"",""Brian Jacobs"",""Thomas Neustaetter""}","{10940-32F,11148-58F,11166-58F}","{""Emergence Capital Partners"",""Hummer Winblad Venture Partners IV"",""JK&B Capital IV""}"
"32059-81T","10741-24","Nordic Windpower","Berkeley, CA","Berkeley","CA","{CleanTech,TMT}","2011-06-01",2011,5,"Series A1","4th Round","Later Stage VC",3.79,10.54,6.75,64.05,,"{}","{}","{}","{}","{}","{}"
"17338-60T","43063-57","Otonomy (NAS: OTIC)","San Diego, CA","SanDiego","CA","{""Life Sciences""}","2011-05-18",2011,2,"Series B","2nd Round","Early Stage VC",15.32,54.19,38.87,64.05,5,"{11122-12,11162-53,10241-02,11286-73,10051-21}","{""Avalon Ventures"",""De Novo Ventures"",""Domain Associates"",""RiverVest Venture Partners"",""TPG (NAS: TPG)""}","{""11122-12-Jay Lichter"",11162-53-None,""10241-02-Brian Dovey"",""11286-73-John Mckearn"",""10051-21-Heather Preston""}","{""Jay Lichter"",NULL,""Brian Dovey"",""John Mckearn"",""Heather Preston""}","{12706-12F,11072-26F,12498-94F,11568-88F}","{""Avalon Ventures IX"",""De Novo Ventures III"",""Domain Partners VIII"",""RiverVest Venture Fund II""}"
"21237-67T","54272-08","Alcresta Therapeutics","Newton, MA","Newton","MA","{""Life Sciences"",Manufacturing}","2012-04-17",2012,1,"Series A","1st Round","Early Stage VC",5.62,15.62,10,64.04,3,"{10134-73,11194-12,39761-56}","{""Bessemer Venture Partners"",""Frazier Healthcare Partners"",""Third Rock Ventures""}","{""10134-73-Stephen Kraus"",""11194-12-James Topper"",""39761-56-Robert Tepper""}","{""Stephen Kraus"",""James Topper"",""Robert Tepper""}","{11579-32F,11120-23F,12453-13F}","{""Bessemer Venture Partners VII"",""Frazier Healthcare V"",""Third Rock Ventures I""}"
"109278-55T","231189-22","Amathus Therapeutics","Medfield, MA","Medfield","MA","{""Life Sciences""}","2019-03-25",2019,2,"Series A","1st Round","Early Stage VC",30,46,16,64.04,2,"{222270-94,11288-17}","{""Dementia Discovery Fund"",""SV Health Investors""}","{""222270-94-Laurence Barker"",""11288-17-Laurence Barker""}","{""Laurence Barker"",""Laurence Barker""}","{14165-92F}","{""SV Life Sciences Fund VI""}"
"34369-84T","55756-99","CareWell Urgent Care","Billerica, MA","Billerica","MA","{HealthTech}","2013-06-26",2013,3,"Series A","3rd Round","Early Stage VC",8,22.25,14.25,64.04,1,"{224346-79}","{""Tufts Health Ventures""}","{224346-79-None}","{NULL}","{16203-34F}","{""Tufts Health Ventures""}"
"32076-73T","61875-55","CardioPolymers","Laguna Hills, CA","LagunaHills","CA","{""Life Sciences""}","2009-07-22",2009,6,"Series C","6th Round","Later Stage VC",7.63,21.2,13.57,64.03,6,"{10241-02,11190-25,11225-08,10181-17,11292-22,11319-85}","{""Domain Associates"",""Fjord Ventures"",""Johnson & Johnson Innovation - JJDC"",""Morgenthaler Ventures"",""Saints Capital"",""Triathlon Medical Ventures""}","{10241-02-None,11190-25-None,11225-08-None,10181-17-None,11292-22-None,11319-85-None}","{NULL,NULL,NULL,NULL,NULL,NULL}","{12498-94F,12686-77F,13227-76F,11851-93F,12104-65F,11301-22F}","{""Domain Partners VIII"",""Fjord Venture Partners I"",""Johnson & Johnson Development"",""Morgenthaler Venture Partners IX"",""Saints Rustic Canyon"",""Triathlon Medical Ventures""}"
"18290-80T","51033-16","Jumptap","Boston, MA","Boston","MA","{AdTech,Mobile,TMT}","2005-03-01",2005,1,"Series A","1st Round","Early Stage VC",2.5,6.95,4.45,64.03,2,"{63247-15,10123-03}","{""BCE Capital"",""General Catalyst""}","{""63247-15-Gary Rubinoff"",""10123-03-John Simon""}","{""Gary Rubinoff"",""John Simon""}","{11399-32F}","{""General Catalyst Group III""}"
"80948-89T","169586-02","Cedar","New York, NY","NewYork","NY","{FinTech,SaaS}","2017-12-06",2017,2,"Series A","2nd Round","Early Stage VC",7.2,20.01,12.81,64.02,4,"{11315-62,52211-62,50980-60,51625-90}","{""Founders Fund"",""Martin Ventures"",""SV Angel"",""Thrive Capital""}","{""11315-62-Ken Howery"",52211-62-None,50980-60-None,""51625-90-Kareem Zaki""}","{""Ken Howery"",NULL,NULL,""Kareem Zaki""}","{15515-83F,15512-95F,14775-58F}","{""SV Angel VI"",""The Founders Fund VI"",""Thrive Capital Partners IV""}"
"85400-56T","179061-94","A&I Products","Rock Valley, IA","RockValley","IA","{Industrials,Manufacturing}","2010-12-01",2010,1,,,"Merger/Acquisition",,102.12,65.36,64,1,"{11561-68}","{""Deere (NYS: DE)""}","{""11561-68-Richard Yahnke""}","{""Richard Yahnke""}","{}","{}"
"27299-62T","58017-70","Audentes Therapeutics","San Francisco, CA","SanFrancisco","CA","{""Life Sciences""}","2013-07-18",2013,2,"Series A","2nd Round","Early Stage VC",26.79,56.79,30,64,3,"{11104-03,11263-51,11266-84}","{""5AM Ventures"",OrbiMed,""Versant Ventures""}","{""11104-03-Kush Parmar"",11263-51-None,""11266-84-Thomas Woiwode""}","{""Kush Parmar"",NULL,""Thomas Woiwode""}","{12495-07F,12705-31F,15674-41F}","{""5AM Fund III"",""OrbiMed Israel Partners"",""Versant Side Fund IV""}"
"35584-21T","64867-06","Avión Spirits","New York, NY","NewYork","NY","{Industrials}","2014-07-11",2014,2,,,"Merger/Acquisition",,156.25,100,64,1,"{10878-40}","{""Pernod Ricard USA""}","{""10878-40-Bryan Fry""}","{""Bryan Fry""}","{}","{}"
"52840-99T","53372-26","Catapulse","Cupertino, CA","Cupertino","CA","{""CloudTech & DevOps"",TMT}","1999-12-01",1999,1,"Series A","1st Round","Early Stage VC",28.13,78.13,50,64,1,"{53399-89}","{""Rational Software""}","{53399-89-None}","{NULL}","{}","{}"
"17487-46T","45285-04","Cempra Pharmaceuticals (NYS: CEMP)","Chapel Hill, NC","ChapelHill","NC","{""Life Sciences""}","2006-10-03",2006,1,"Series A","1st Round","Early Stage VC",12.6,35,22.4,64,2,"{11270-71,11220-04}","{""Aisling Capital"",""Intersouth Partners""}","{""11270-71-Dov Goldstein"",""11220-04-Garheng Kong""}","{""Dov Goldstein"",""Garheng Kong""}","{11231-47F,11157-85F}","{""Aisling Capital II"",""Intersouth Partners VII""}"
"111294-73T","55321-93","Danone North America","Broomfield, CO","Broomfield","CO","{}","2002-05-09",2002,1,,,"Merger/Acquisition",,,,64,1,"{41250-70}","{""Dean Foods""}","{41250-70-None}","{NULL}","{}","{}"
"125375-23T","226223-74","DermCare Management","Hollywood, FL","Hollywood","FL","{}","2019-10-10",2019,2,,,"Buyout/LBO",,,,64,1,"{162834-04}","{""Hildred Capital Partners""}","{""162834-04-David Solomon""}","{""David Solomon""}","{}","{}"
"107004-52T","40811-59","EnLink Midstream (NYS: ENLC)","Dallas, TX","Dallas","TX","{""Oil & Gas""}","2018-07-18",2018,8,,,"Buyout/LBO",,4882.81,3125,64,1,"{10763-20}","{""Global Infrastructure Partners""}","{""10763-20-Adebayo Ogunlesi""}","{""Adebayo Ogunlesi""}","{16940-71F}","{""GIP Gemini Fund""}"
"82817-38T","170834-23","Frequency Therapeutics (NAS: FREQ)","Lexington, MA","Lexington","MA","{""Life Sciences""}","2018-01-05",2018,2,"Series A","1st Round","Early Stage VC",18,50,32,64,5,"{62716-78,150954-58,11171-80,53279-74,53009-38}","{""Alexandria Venture Investments"",""Cobro Ventures"",""Emigrant Capital"",""Korea Investment Partners"",""Morningside Group""}","{""62716-78-Joel Marcus"",""150954-58-Marc Cohen"",11171-80-None,53279-74-None,53009-38-None}","{""Joel Marcus"",""Marc Cohen"",NULL,NULL,NULL}","{16552-36F}","{""KIP Re-Up Fund""}"
"112373-02T","101627-02","General Cigar Company (NYS: MPP)","Ashland, KY","Ashland","KY","{Manufacturing}","1999-05-03",1999,3,,,"Merger/Acquisition",,312.5,200,64,1,"{12628-90}","{""Swedish Match (STO: SWMA)""}","{""12628-90-Lennart Sundén""}","{""Lennart Sundén""}","{}","{}"
"11250-10T","12501-37","Hilliard Lyons Business Owner Solutions","Louisville, KY","Louisville","KY","{}","2001-08-29",2001,1,,,"Merger/Acquisition",,,,64,1,"{149212-90}","{""PNC Equity Partners""}","{149212-90-None}","{NULL}","{}","{}"
"11269-09T","12501-37","Hilliard Lyons Business Owner Solutions","Louisville, KY","Louisville","KY","{}","2008-03-31",2008,2,,,"Merger/Acquisition",,,,64,1,"{12613-33}","{""Houchens Industries""}","{12613-33-None}","{NULL}","{}","{}"
"37292-23T","64247-86","KORE Wireless Group","Alpharetta, GA","Alpharetta","GA","{""Internet of Things"",Mobile,TMT}","2014-11-11",2014,2,,,"Buyout/LBO",,,,64,1,"{10023-13}","{""ABRY Partners""}","{""10023-13-Blake Battaglia""}","{""Blake Battaglia""}","{12984-76F}","{""ABRY Partners Fund VII""}"
"166980-79T","460250-20","LiNiCo","McCarran, NV","McCarran","NV","{}","2021-02-17",2021,2,,,"Merger/Acquisition",,16.79,10.75,64,1,"{41486-95}","{""Comstock Mining (ASE: LODE)""}","{""41486-95-Corrado De Gasperis""}","{""Corrado De Gasperis""}","{}","{}"
"38827-36T","10868-05","Marmon Holdings","Chicago, IL","Chicago","IL","{Industrials,Manufacturing}","2008-03-18",2008,2,,,"Merger/Acquisition",,7500,4800,64,1,"{10154-53}","{""Berkshire Hathaway (NYS: BRK.A)""}","{10154-53-None}","{NULL}","{}","{}"
"43958-98T","55488-25","MED3000","Pittsburgh, PA","Pittsburgh","PA","{HealthTech,TMT}","1998-11-27",1998,1,,,"Buyout/LBO",,11.88,7.6,64,1,"{11182-60}","{""Lovett Miller & Co.""}","{11182-60-None}","{NULL}","{11102-77F}","{""Lovett Miller 1997 Fund""}"
"101465-38T","10627-12","Mr. Cooper","Lewisville, TX","Lewisville","TX","{""Real Estate Technology""}","2018-07-31",2018,5,,,"Merger/Acquisition",,2776.56,1777,64,1,"{41953-78}","{""Mr. Cooper Group (NAS: COOP)""}","{""41953-78-William Gallagher""}","{""William Gallagher""}","{}","{}"
"53180-47T","87387-40","Neuron Therapeutics","Malvern, PA","Malvern","PA","{}","1998-09-01",1998,1,"Series A","1st Round","Early Stage VC",3.51,9.75,6.24,64,,"{}","{}","{}","{}","{}","{}"
"70096-60T","158837-59","Neuspera","San Jose, CA","SanJose","CA","{""Life Sciences"",""LOHAS & Wellness"",Manufacturing}","2016-04-26",2016,2,"Series A","1st Round","Early Stage VC",5,13.89,8.89,64,2,"{81761-68,52698-52}","{""Action Potential Venture Capital"",""Windham Venture Partners""}","{""81761-68-Imran Eba"",52698-52-None}","{""Imran Eba"",NULL}","{20449-09F,15115-87F}","{""Action Potential Venture Capital"",""Windham Venture Partners II""}"
"17317-09T","41479-93","Odyssey Healthcare","Dallas, TX","Dallas","TX","{}","1996-01-01",1996,1,,"1st Round","Seed Round",2,5.5,3.5,64,4,"{11153-98,10070-83,11316-79,10633-42}","{""CHL Medical Partners"",""Oak Investment Partners"",""Three Arch Partners"",""Weiss Peck & Greer""}","{11153-98-None,10070-83-None,11316-79-None,10633-42-None}","{NULL,NULL,NULL,NULL}","{12918-07F,11420-92F,12923-29F}","{""Biotechnology Investment Group"",""Oak VII Affiliates Fund"",""WPG VA III Liquidating Trust""}"
"112359-97T","51122-62","Pershing Gold","CO","Unknown","CO","{}","2019-04-03",2019,8,,,"Merger/Acquisition",,47.23,47.23,64,1,"{59651-29}","{""Americas Silver (TSE: USA)""}","{""59651-29-Darren Blasutti""}","{""Darren Blasutti""}","{}","{}"
"69384-43T","125669-35","Phoenix Energy Resource (PINX: EXOT)","San Bruno, CA","SanBruno","CA","{TMT}","2008-02-08",2008,2,,,"Buyout/LBO",,0.94,0.6,64,,"{}","{}","{}","{}","{}","{}"
"26849-80T","56332-54","Plated","New York, NY","NewYork","NY","{FoodTech,Mobile,""Restaurant Technology"",""Supply Chain Tech"",TMT}","2014-01-06",2014,3,,"2nd Round","Seed Round",3.6,10,6.4,64,13,"{106542-64,106635-34,105927-94,51089-77,40829-14,52370-29,106557-04,53451-01,50980-69,106123-24,55261-00,106825-96,50933-44}","{""Andrew McCollum"",""Benjamin Lin"",""David Morin"",""ff Venture Capital"",""Founder Collective"",""Great Oaks Venture Capital"",""Kevin O'Leary"",""Kite Ventures"",""Lerer Hippeau Ventures"",""Paige Craig"",""Right Side Capital Management"",""Solon Mack Capital"",Techstars}","{""106542-64-Andrew McCollum"",""106635-34-Benjamin Lin"",""105927-94-David Morin"",""51089-77-John Frankel"",""40829-14-Micah Rosenbloom"",52370-29-None,""106557-04-Kevin O'Leary"",53451-01-None,50980-69-None,""106123-24-Paige Craig"",55261-00-None,106825-96-None,50933-44-None}","{""Andrew McCollum"",""Benjamin Lin"",""David Morin"",""John Frankel"",""Micah Rosenbloom"",NULL,""Kevin O'Leary"",NULL,NULL,""Paige Craig"",NULL,NULL,NULL}","{13202-74F,13200-67F,13558-51F,13000-15F,14941-54F,13455-10F}","{""ff Silver (II) Venture Capital Fund"",""Founder Collective II"",""Great Oaks Venture Fund"",""Lerer Ventures II"",""RSCM Angel Fund I"",""Techstars Ventures 2012""}"
"179036-83T","119239-30","Poseidon Oil","Houston, TX","Houston","TX","{Industrials,Infrastructure,""Oil & Gas""}","2012-01-03",2012,1,,,"Merger/Acquisition",,,,64,1,"{11422-27}","{""Genesis Energy (NYS: GEL)""}","{""11422-27-Grant Sims""}","{""Grant Sims""}","{}","{}"
"28985-05T","12105-46","Procurian","King of Prussia, PA","KingofPrussia","PA","{FinTech,TMT}",,,3,,,"Buyout/LBO",,,,64,1,"{11211-58}","{Actua}","{""11211-58-Buck Buckley""}","{""Buck Buckley""}","{}","{}"
"10348-21T","10512-01","Remington Arms","Huntsville, AL","Huntsville","AL","{Manufacturing}","2003-02-12",2003,2,,,"Buyout/LBO",,476.56,305,64,1,"{10029-34}","{""Bruckmann, Rosser, Sherrill & Company""}","{""10029-34-Stephen Sherrill""}","{""Stephen Sherrill""}","{10928-35F}","{""Bruckmann, Rosser, Sherrill & Co. II""}"
"80578-27T","13103-20","Steel Energy Services","White Plains, NY","WhitePlains","NY","{""Oil & Gas""}",,,3,,,"Merger/Acquisition",,,,64,1,"{10561-06}","{""Steel Partners Holdings (NYS: SPLP)""}","{""10561-06-Warren Lichtenstein""}","{""Warren Lichtenstein""}","{}","{}"
"65318-41T","151780-24","The BigHub.com","San Antonio, TX","SanAntonio","TX","{TMT}","2008-07-11",2008,2,,,"Merger/Acquisition",,,,64,1,"{152643-43}","{""Techlabs (US)""}","{152643-43-None}","{NULL}","{}","{}"
"95825-53T","151721-92","The Cerplex Group","Irvine, CA","Irvine","CA","{Manufacturing,TMT}","1996-03-31",1996,2,,,"Buyout/LBO",,,,64,1,"{10056-25}","{""Welsh, Carson, Anderson & Stowe""}","{10056-25-None}","{NULL}","{10943-02F}","{""Welsh, Carson, Anderson & Stowe VIII""}"
"28874-89T","52759-99","The Official Information Company","New York, NY","NewYork","NY","{Industrials}","2003-06-09",2003,4,,,"Merger/Acquisition",,,,64,,"{}","{}","{}","{}","{}","{}"
"120553-66T","10445-41","Univision Communications","Miami, FL","Miami","FL","{TMT}","2020-12-29",2020,13,,,"Buyout/LBO",,3986.8,2526,64,2,"{432679-51,43567-30}","{ForgeLight,""Searchlight Capital Partners""}","{""432679-51-Wade Davis"",""43567-30-Eric Zinterhofer""}","{""Wade Davis"",""Eric Zinterhofer""}","{16211-44F}","{""Searchlight Opportunities Fund""}"
"73431-19T","163249-93","Virgin Plants","Fargo, ND","Fargo","ND","{AgTech,""Life Sciences"",TMT}","2018-07-02",2018,1,"Series A","1st Round","Early Stage VC",0.68,1.88,1.2,64,4,"{123121-81,51482-89,51301-09,42156-01}","{""Iowa Corn Opportunities"",""LGI Canada"",""Middleland Capital"",""Sandbox Industries""}","{123121-81-None,""51482-89-Dan Hodgson"",51301-09-None,42156-01-None}","{NULL,""Dan Hodgson"",NULL,NULL}","{14574-61F,15921-19F}","{""Linn Grove Angel Fund 2"",""VTC Innovation Fund""}"
"24907-33T","53849-80","Veeva Systems (NYS: VEEV)","Pleasanton, CA","Pleasanton","CA","{HealthTech,Manufacturing,SaaS,TMT}","2007-03-01",2007,1,"Series A","1st Round","Early Stage VC",1.7,4.7,3,63.83,,"{}","{}","{}","{}","{}","{}"
"139228-57T","66405-88","Vivint Solar","Lehi, UT","Lehi","UT","{CleanTech,TMT}","2020-10-08",2020,7,,,"Merger/Acquisition",,7871.1,5037.51,64,1,"{43127-29}","{""Sunrun (NAS: RUN)""}","{""43127-29-Lynn Jurich""}","{""Lynn Jurich""}","{}","{}"
"10642-42T","10322-92","Wingstop Restaurants (NAS: WING)","Dallas, TX","Dallas","TX","{}","2003-01-15",2003,1,,,"Buyout/LBO",,,,64,1,"{11201-86}","{""Gemini Investors""}","{""11201-86-Dean Pernisie""}","{""Dean Pernisie""}","{11130-76F}","{""Gemini Investors III""}"
"18332-65T","13224-16","Capella Photonics","San Jose, CA","SanJose","CA","{TMT}","2003-12-29",2003,2,"Series B","2nd Round","Early Stage VC",3.92,10.88,6.96,63.99,3,"{11131-03,63247-15,11324-80}","{""Bay Partners"",""BCE Capital"",""Vanguard Ventures""}","{11131-03-None,63247-15-None,""11324-80-Larry Schwerin""}","{NULL,NULL,""Larry Schwerin""}","{11032-30F,11308-33F}","{""Bay Partners XI"",""Vanguard VII""}"
"11043-64T","12115-36","EPAM Systems (NYS: EPAM)","Newtown, PA","Newtown","PA","{""CloudTech & DevOps"",SaaS,TMT}","2006-02-01",2006,1,"Series A","1st Round","Later Stage VC",14.07,39.07,25,63.99,2,"{40438-18,11185-21}","{""Russia Partners"",""Siguler Guff & Company""}","{40438-18-None,""11185-21-Drew Guff""}","{NULL,""Drew Guff""}","{12495-70F,11108-17F}","{""Russia Partners II"",""Siguler Guff Distressed Opportunities Fund II""}"
"23702-50T","53815-78","Optinel Systems","Elkridge, MD","Elkridge","MD","{TMT}","2000-12-14",2000,1,,"1st Round","Early Stage VC",5.92,16.42,10.5,63.95,2,"{11259-28,51531-31}","{""Novak Biddle Venture Partners"",""Optical Capital Group""}","{11259-28-None,51531-31-None}","{NULL,NULL}","{11213-20F}","{""Novak Biddle Venture Partners III""}"
"18489-25T","51123-43","ProteinSimple (NAS: PRTN)","San Jose, CA","SanJose","CA","{""Life Sciences"",TMT}","2005-07-13",2005,1,"Series A","1st Round","Early Stage VC",8.13,22.55,14.42,63.95,,"{}","{}","{}","{}","{}","{}"
"19251-01T","42162-67","Stromedix","Cambridge, MA","Cambridge","MA","{}","2008-04-23",2008,3,"Series B","2nd Round","Early Stage VC",9.5,34.5,25,63.95,5,"{11132-20,10134-73,11194-12,11252-44,11280-70}","{""Atlas Venture"",""Bessemer Venture Partners"",""Frazier Healthcare Partners"",""New Leaf Venture"",""Red Abbey Venture Partners""}","{""11132-20-Peter Barrett"",""10134-73-Christopher Gabrieli"",""11194-12-Alan Frazier"",""11252-44-Ronald Hunt"",11280-70-None}","{""Peter Barrett"",""Christopher Gabrieli"",""Alan Frazier"",""Ronald Hunt"",NULL}","{11712-79F,11579-32F,11711-44F,11203-66F,11246-59F}","{""Atlas Venture Fund VII"",""Bessemer Venture Partners VII"",""Frazier Healthcare VI"",""New Leaf Ventures I"",""Red Abbey Venture Partners""}"
"28866-07T","57991-78","Arvinas (NAS: ARVN)","New Haven, CT","NewHaven","CT","{""Life Sciences"",Oncology}","2013-09-26",2013,1,"Series A","1st Round","Early Stage VC",8.46,23.46,15,63.93,4,"{11104-03,11135-71,11174-14,54510-31}","{""5AM Ventures"",""Canaan Partners"",""Connecticut Innovations"",""Elm Street Ventures""}","{""11104-03-Kush Parmar"",""11135-71-Peter Farina"",""11174-14-Daniel Wagner"",54510-31-None}","{""Kush Parmar"",""Peter Farina"",""Daniel Wagner"",NULL}","{12495-07F,13413-43F,13067-74F,13538-53F}","{""5AM Fund III"",""Canaan IX"",""Elm Street Ventures"",""Venture & Mezzanine Debt Fund""}"
"23305-33T","52764-04","Eunoe","Redwood City, CA","RedwoodCity","CA","{""Life Sciences""}","2003-06-24",2003,5,"Series E","5th Round","Later Stage VC",22.82,63.26,40.44,63.93,5,"{11153-98,10241-02,10024-66,11288-17,11324-80}","{""CHL Medical Partners"",""Domain Associates"",""Piper Sandler (NYS: PIPR)"",""SV Health Investors"",""Vanguard Ventures""}","{11153-98-None,10241-02-None,10024-66-None,11288-17-None,11324-80-None}","{NULL,NULL,NULL,NULL,NULL}","{11063-98F,11388-97F,11256-04F,13246-30F}","{""CHL Medical Partners II"",""Domain Partners V"",""International Life Sciences Fund III"",""Vanguard VI Annex""}"
